,RK,Team,Year,Conf,playoffs_y_n,G,W,L,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,W%,MP_scalnorm,FG_scalnorm,FGA_scalnorm,FG%_scalnorm,3P_scalnorm,3PA_scalnorm,3P%_scalnorm,2P_scalnorm,2PA_scalnorm,2P%_scalnorm,FT_scalnorm,FTA_scalnorm,FT%_scalnorm,ORB_scalnorm,DRB_scalnorm,AST_scalnorm,STL_scalnorm,BLK_scalnorm,TOV_scalnorm,PF_scalnorm,PTS_scalnorm,W%_scalnorm
0,1,Golden State Warriors,2016,West,1,82,73,9,242.4,42.5,87.3,0.487,13.1,31.6,0.416,29.4,55.7,0.528,16.7,21.8,0.763,10,36.2,28.9,8.4,6.1,15.2,20.7,114.9,0.890243902,0.052550339,0.310779101,0.08867537,0.310779101,0.310779101,0.310779101,0.310779101,-0.005172942,-0.060639457,0.310779101,-0.035575503,-0.041952909,-0.00258405,-0.026693839,0.310779101,0.310779101,0.035575503,0.108705587,0.052550339,0.015677382,0.310779101,0.310779101
1,2,Oklahoma City Thunder,2016,West,1,82,55,27,241.8,41.1,86.4,0.476,8.3,23.7,0.349,32.9,62.6,0.524,19.7,25.2,0.782,13.1,35.6,23,7.4,5.9,15.9,20.6,110.2,0.670731707,0.011945557,0.251027142,0.130392479,0.204772592,-0.017946429,-0.02398143,-0.017946429,0.204772592,0.055118451,0.251027142,0.174213546,0.11280297,0.068307204,0.717663112,0.251027142,0.068307204,-0.061642445,0.150405739,0.16170819,0.005967189,0.251027142,0.150405739
2,3,Sacramento Kings,2016,West,0,82,33,49,241.5,40,86.4,0.464,8,22.4,0.359,32,64,0.5,18.5,25.5,0.725,10.6,33.7,24.5,8.9,4.5,16.2,20.4,106.6,0.402439024,-0.112144493,0.316942161,0.237219638,0.190417779,-0.088626619,-0.124269516,0.124269516,0.237219638,0.176249944,0.124269516,0.149457585,0.254754707,-0.273629238,0.06586284,0.03264947,0.316942161,0.273629238,-0.100275561,0.372537436,-0.010855952,0.372537436,-0.149457585
3,4,Houston Rockets,2016,West,1,82,41,41,241.8,37.7,83.5,0.452,10.7,30.9,0.347,27,52.6,0.514,20.4,29.4,0.694,11.3,31.7,22.2,10,5.2,15.9,21.8,106.5,0.5,0.008529004,-0.039354004,-0.069170801,0.012813564,0.160477933,0.17923078,-0.030284233,-0.14620551,-0.512404031,0.115457974,0.14620551,0.512404031,-0.13447281,0.080540153,-0.124386668,-0.008529004,0.512404031,0.017122493,0.115457974,0.14620551,0.124386668,-0.017122493
4,5,Boston Celtics,2016,East,1,82,48,34,241.2,39.2,89.2,0.439,8.7,26.1,0.335,30.5,63.1,0.483,18.5,23.5,0.788,11.6,33.3,24.2,9.2,4.2,13.7,21.9,105.7,0.585365854,-0.121659258,0.121659258,0.774007649,-0.151024967,0.045745597,0.059445863,-0.220849518,0.045745597,0.07367008,-0.039045141,0.088602198,0.045745597,0.140629739,0.203126785,-0.00643568,0.140629739,0.270735565,-0.096406536,-0.052540079,0.270735565,0.162214262,0.096406536
5,6,Portland Trail Blazers,2016,West,1,82,44,38,241.5,38.6,85.9,0.45,10.5,28.5,0.37,28.1,57.4,0.49,17.4,23,0.754,11.6,33.9,21.3,6.9,4.6,14.6,21.7,105.1,0.536585366,-0.137740106,0.152632518,0.199738787,-0.026692359,0.336081776,0.291362129,0.361337116,-0.183569457,-0.152632518,0.01333369,0.026692359,0.026692359,-0.094777495,0.420845923,0.152632518,-0.152632518,-0.291362129,-0.080895231,0.040101313,0.336081776,0.291362129,0.080895231
6,7,Los Angeles Clippers,2016,West,1,82,53,29,241.8,38.3,82.4,0.465,9.7,26.7,0.364,28.6,55.7,0.513,18.2,26.2,0.692,8.8,33.3,22.8,8.6,5.6,13,21.3,104.5,0.646341463,0.019671276,0,-0.214723056,0.214723056,0.159535387,0.135283865,0.214723056,-0.090765989,-0.230595198,0.214723056,0.090765989,0.286885142,-0.413377485,-0.413377485,-0.009826434,0.080221767,0.172359624,0.112484491,-0.337208073,0.185757634,0.185757634,0.214723056
7,8,Cleveland Cavaliers,2016,East,1,82,57,25,242.1,38.7,84,0.46,10.7,29.6,0.362,27.9,54.4,0.514,16.3,21.7,0.748,10.6,33.9,22.7,6.7,3.9,13.6,20.3,104.3,0.695121951,0.119738093,0.154390169,-0.087838671,0.119738093,0.358188928,0.326332686,0.166800808,-0.179766715,-0.400045538,0.257703766,-0.239691788,-0.179766715,-0.108856724,0.057694061,0.108856724,0.038217637,-0.30014514,-0.257703766,-0.108856724,-0.038217637,0.154390169,0.326332686
8,9,Washington Wizards,2016,East,0,82,41,41,240.9,39.5,85.8,0.46,8.6,24.2,0.358,30.8,61.6,0.501,16.5,22.5,0.73,9.1,32.8,24.5,8.6,3.9,14.5,20.8,104.1,0.5,-0.344090649,0.29796481,0.145347433,0.159876429,0.038187295,0.038187295,0.117283754,0.174807765,-0.012697279,0.174807765,-0.222715403,-0.117283754,-0.277455538,-0.37070016,-0.174807765,0.37070016,0.222715403,-0.344090649,0.012697279,0.145347433,0.174807765,-0.051028868
9,10,San Antonio Spurs,2016,West,1,82,67,15,240.3,40.1,82.9,0.484,7,18.5,0.375,33.2,64.4,0.515,16.4,20.4,0.803,9.4,34.5,24.5,8.3,5.9,13.1,17.5,103.5,0.817073171,-0.491821419,0.140332623,-0.077304958,0.17203131,-0.089359218,-0.095964573,0.17203131,0.491821419,0.077304958,0.140332623,-0.089359218,-0.140332623,0.17203131,-0.089359218,0.103074496,0.119390215,0.042244159,0.103074496,-0.110820175,-0.491821419,0.046811583,0.17203131
10,11,Charlotte Hornets,2016,East,1,82,48,34,242.1,37,84.4,0.439,10.6,29.4,0.362,26.4,55,0.479,18.7,23.7,0.79,9,35,21.7,7.3,5.3,12.6,18.1,103.4,0.585365854,0.064230319,-0.09643108,-0.005101129,-0.119707295,0.148928705,0.148928705,0.089475863,-0.613503604,-0.175052502,-0.09643108,0.09643108,0.047118722,0.128576293,-0.175052502,0.148928705,-0.036259446,-0.07022898,0.036259446,-0.613503604,-0.175052502,0.047118722,0.076414952
11,12,Atlanta Hawks,2016,East,1,82,48,34,241.8,38.6,84.4,0.458,9.9,28.4,0.35,28.7,56.1,0.512,15.6,20,0.783,8.3,33.8,25.6,9.1,5.9,15,19.1,102.8,0.585365854,0.010377954,0.059343322,-0.005184121,0.047885315,0.113281212,0.097999956,0,-0.036849365,-0.097999956,0.097999956,-0.218085116,-0.623484942,0.077658178,-0.623484942,0.02611756,0.218085116,0.177900501,0.130668153,0.077658178,-0.097999956,0.036849365,0.077658178
12,13,New Orleans Pelicans,2016,West,0,82,30,52,241.2,38.5,85.9,0.448,8.6,23.8,0.36,29.9,62.1,0.482,17.3,22.2,0.776,9.5,33.1,22.2,7.7,4.2,13.4,20.9,102.7,0.365853659,-0.355172808,0.133549985,0.281449852,-0.133549985,0.056506344,-0.018788365,0.258665818,0.056506344,0.075508224,-0.194088154,-0.018788365,-0.258665818,0.094655625,-0.329555509,-0.153385838,-0.037611926,-0.056506344,-0.281449852,-0.329555509,0.258665818,0.075508224,-0.410555352
13,14,Toronto Raptors,2016,East,1,82,56,26,241.2,36.7,81.3,0.451,8.6,23.4,0.37,28,58,0.483,20.8,26.7,0.777,10.2,33.2,18.7,7.8,5.5,13.1,19.6,102.7,0.682926829,-0.184207911,-0.284491741,-0.367038103,0.009744455,0.029306623,-0.069264772,0.264070422,-0.158204429,-0.090008754,-0.059119412,0.409928794,0.334394842,0.069264772,-0.069264772,-0.049092483,-0.409928794,0.009744455,0.090008754,-0.264070422,-0.13415523,0.039161816,0.284491741
14,15,Minnesota Timberwolves,2016,West,0,82,29,53,242.4,37.7,81.3,0.464,5.5,16.4,0.338,32.2,64.9,0.496,21.4,27,0.792,10,31.5,23.4,8,4.6,15,20.7,102.4,0.353658537,0.123196352,-0.055956496,-0.228179653,0.106258311,-0.254843869,-0.254843869,-0.14216007,0.152692573,0.152692573,0.055956496,0.728574776,0.254843869,0.176862365,-0.062579684,-0.207886044,0.098352273,0.018219294,-0.03675326,0.090747644,0.03675326,0.006057917,-0.152692573
15,16,Dallas Mavericks,2016,West,1,82,42,40,244,37.4,84.1,0.444,9.8,28.6,0.344,27.5,55.6,0.495,17.7,22.3,0.794,9.2,33.9,22.1,6.8,3.7,12.8,19.5,102.3,0.512195122,0.626674145,-0.071736638,-0.026251154,-0.048130255,0.098501238,0.131336537,-0.084596432,-0.131336537,-0.152125869,0.03161284,0.037037855,-0.059646871,0.178810485,-0.131336537,0.059646871,-0.026251154,-0.131336537,-0.626674145,-0.219200649,-0.084596432,-0.005210639,0.005210639
16,17,Indiana Pacers,2016,East,1,82,45,37,242.4,38.3,85.2,0.45,8.1,23,0.351,30.2,62.1,0.486,17.4,22.8,0.764,10.3,33.9,21.2,9,4.8,14.9,20,102.2,0.548780488,0.443056698,0,0.109759525,-0.043613543,-0.109759525,-0.201238917,0.065522884,0.109759525,0.087556833,-0.065522884,0.043613543,-0.065522884,0.021786365,-0.087556833,0.249391402,-0.299940307,0.636058243,-0.043613543,0.22505819,-0.201238917,-0.065522884,0.201238917
17,18,Orlando Magic,2016,East,0,82,35,47,242.7,39.5,86.8,0.455,7.8,22.2,0.35,31.8,64.7,0.492,15.2,20.1,0.757,10.3,33,23.6,8.2,5.1,14.1,20.7,102.1,0.426829268,0.220082171,0.163631313,0.203574892,0.04956407,-0.095997995,-0.095997995,0,0.122307107,0.152368376,0.020971058,-0.838615564,-0.293334386,-0.028023177,-0.028023177,-0.079819464,0.131814391,0.042304314,0.006972879,-0.01395882,0.042304314,-0.035129304,-0.064407924
18,19,Detroit Pistons,2016,East,1,82,44,38,242.4,37.9,86.4,0.439,9,26.2,0.345,28.9,60.2,0.48,17.1,25.5,0.668,12.5,33.9,19.4,7,3.7,13.5,19,102,0.536585366,0.107838155,-0.026715011,0.115872573,-0.124437773,0.054778226,0.060700828,-0.066768511,-0.026715011,-0.021310968,-0.086091248,-0.037692312,0.124437773,-0.637747451,0.223073915,0.060700828,-0.154813927,-0.10024175,-0.637747451,-0.073004222,-0.115872573,-0.037692312,0.032171438
19,20,Denver Nuggets,2016,West,0,82,33,49,241.8,37.7,85.4,0.442,8,23.7,0.338,29.7,61.7,0.482,18.5,24.1,0.766,11.5,33.1,22.7,7.4,4.8,14.7,21,101.9,0.402439024,0.038882259,-0.179408121,0.138060602,-0.222336929,-0.158566405,-0.078058495,-0.455794641,0.019422937,0.019422937,-0.200643432,0.267402189,0.222336929,0.058414832,0.455794641,-0.158566405,0.078058495,-0.200643432,-0.038882259,0.097852594,0.315337765,-0.179408121,-0.267402189
20,21,Chicago Bulls,2016,East,0,82,42,40,242.7,38.6,87.4,0.441,7.9,21.4,0.371,30.7,66.1,0.464,16.5,21,0.787,11.1,35.2,22.8,6,5.7,13.9,18.8,101.6,0.512195122,0.267146083,0.096888616,0.356063065,-0.116526878,-0.096888616,-0.160002503,0.290454474,0.087435158,0.356063065,-0.356063065,-0.148462115,-0.213339194,0.160002503,0.116526878,0.290454474,0.069099091,-0.356063065,0.137415948,-0.0426416,-0.213339194,-0.096888616,0.008464008
21,22,Phoenix Suns,2016,West,0,82,23,59,240.3,37.2,85.6,0.435,9,25.8,0.348,28.2,59.8,0.472,17.5,23.2,0.751,11.5,33.3,20.7,7.7,3.8,17.2,22.7,100.9,0.280487805,-0.541939741,-0.073157906,0.041622425,-0.154633007,0.046548987,0.03202986,-0.022701661,-0.051581847,-0.03202986,-0.113578148,0.022701661,0.022701661,-0.041622425,0.105743699,-0.004506093,-0.091637813,-0.013552157,-0.154633007,0.541939741,0.541939741,-0.062036922,-0.131556495
22,23,Miami Heat,2016,East,1,82,48,34,241.8,38.4,81.7,0.47,6.1,18,0.336,32.3,63.6,0.508,17.1,23,0.744,9.8,34.3,20.8,6.7,6.5,14.1,18.3,100,0.585365854,0.012880682,0.02585875,-0.187851368,0.187851368,-0.203083673,-0.220802644,-0.187851368,0.187851368,0.088583393,0.104463203,-0.045735888,0.012880682,-0.112860467,-0.088583393,0.140599892,-0.104463203,-0.203083673,0.773843372,-0.012880682,-0.187851368,-0.104463203,0.096386075
23,24,Memphis Grizzlies,2016,West,1,82,42,40,241.8,36.8,83.6,0.44,6.1,18.5,0.331,30.7,65.1,0.471,19.3,24.7,0.783,11.2,30.5,20.7,8.8,4.3,13.3,21.7,99.1,0.512195122,0.012757183,-0.160624867,-0.087734063,-0.103461619,-0.201136524,-0.149545207,-0.268082866,0.065830663,0.186050266,-0.201136524,0.149545207,0.103461619,0.095461933,0.103461619,-0.766423829,-0.129596334,0.139251832,-0.072948251,-0.139251832,0.160624867,-0.120467226,0.006372622
24,25,Milwaukee Bucks,2016,East,0,82,33,49,241.8,38.4,82.2,0.467,5.4,15.6,0.345,33,66.6,0.495,17,22.7,0.747,10.5,31.2,23.1,8.2,5.8,15.2,20.7,99,0.402439024,0.00891087,0.017889113,-0.112196195,0.112196195,-0.535345735,-0.535345735,-0.056047637,0.187255424,0.535345735,0.02700574,-0.050954229,-0.02242544,-0.061282093,0.00891087,-0.187255424,0.061282093,0.02700574,0.084146151,0.090522818,0.02700574,-0.097267167,-0.061282093
25,26,Brooklyn Nets,2016,East,0,82,21,61,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66,0.481,15.7,20.7,0.757,10.5,31.9,22.3,7.6,4,14.8,18,98.6,0.256097561,-0.264892735,-0.029397884,-0.009774799,0.049245356,-0.24637829,-0.285377645,0.049245356,0.171453925,0.335436145,-0.134572989,-0.308518064,-0.285377645,-0.039283766,0.019567909,-0.21359475,0.009774799,-0.069480462,-0.21359475,0.069480462,-0.411205309,-0.24637829,-0.335436145
26,27,New York Knicks,2016,East,0,82,32,50,241.5,36.9,84,0.439,7.4,21.5,0.346,29.4,62.5,0.471,17.2,21.4,0.805,10.4,34,20.5,5.7,5.7,13.4,19.7,98.4,0.390243902,-0.054983593,-0.116306986,-0.049164346,-0.124904297,-0.100617562,-0.086414008,-0.049164346,-0.010655152,0.037833623,-0.167994794,-0.016007787,-0.116306986,0.640138402,-0.005322591,0.100617562,-0.134158336,-0.640138402,0.086414008,-0.09336039,-0.060928399,-0.155394333,-0.100617562
27,28,Utah Jazz,2016,West,0,82,40,42,243.4,36.1,80.4,0.449,8.5,23.9,0.355,27.6,56.5,0.488,17.1,23,0.744,10.7,32.5,19,7.7,5.2,14.9,20.2,97.7,0.487804878,0.282945105,-0.282945105,-0.80891358,-0.033885099,-0.006725914,0.006725914,0.047808616,-0.146971811,-0.100754245,-0.006725914,-0.047808616,0.013464428,-0.117975249,0.069480248,-0.109197425,-0.230809313,-0.020228307,0.027030656,0.069480248,-0.047808616,-0.230809313,-0.047808616
28,29,Philadelphia 76ers,2016,East,0,82,10,72,241.5,36.2,84,0.431,9.3,27.5,0.339,26.9,56.5,0.476,15.7,22.6,0.694,9.5,31.8,21.5,8.3,6,16.4,21.7,97.4,0.12195122,-0.060230574,-0.200082439,-0.053856007,-0.245277566,0.080270693,0.094660336,-0.110219308,-0.245277566,-0.087341168,-0.127405944,-0.184026223,-0.041444014,-0.184026223,-0.102269598,-0.146960815,-0.053856007,0.060230574,0.200082439,0.245277566,0.146960815,-0.245277566,-0.701225612
29,30,Los Angeles Lakers,2016,West,0,82,17,65,240.6,35.1,84.8,0.414,7.8,24.6,0.317,27.3,60.2,0.454,19.3,24.7,0.781,10.7,32.3,18,7.2,4.1,13.7,20.3,97.3,0.207317073,-0.112592256,-0.394600214,0.009867673,-0.394600214,-0.045170673,0.016529661,-0.394600214,-0.095789656,-0.013185961,-0.394600214,0.076994697,0.053268147,0.030306354,0.03389351,-0.062023637,-0.394600214,-0.053268147,-0.062023637,-0.026785686,-0.013185961,-0.394600214,-0.138024879
0,1,Golden State Warriors,2017,West,1,82,67,15,241.2,43.1,87.1,0.495,12,31.2,0.383,31.1,55.8,0.557,17.8,22.6,0.788,9.4,35,30.4,9.6,6.8,14.8,19.3,115.9,0.817073171,-0.032854407,0.345181686,0.042994111,0.345181686,0.090587795,0.072342169,0.098491545,0.072342169,-0.042994111,0.345181686,-0.008631875,-0.011534591,0.032854407,-0.023431129,0.098491545,0.345181686,0.345181686,0.345181686,0.039513635,-0.023431129,0.345181686,0.345181686
1,2,Houston Rockets,2017,West,1,82,55,27,241.2,40.3,87.2,0.462,14.4,40.3,0.357,25.9,46.9,0.552,20.3,26.5,0.766,10.9,33.5,25.2,8.2,4.3,15.1,19.9,115.3,0.670731707,-0.043358257,0.11058271,0.071602114,0.026923405,0.455539386,0.455539386,0.003787696,-0.159340432,-0.455539386,0.159340432,0.159340432,0.455539386,-0.034986646,0.052146501,0.007582488,0.11954953,0.071602114,-0.034986646,0.082767122,-0.003787696,0.159340432,0.12998018
2,3,Denver Nuggets,2017,West,0,82,40,42,240.9,41.2,87.7,0.469,10.6,28.8,0.368,30.6,58.9,0.519,18.7,24.2,0.774,11.8,34.6,25.3,6.9,3.9,15,19.1,111.7,0.487804878,-0.266561502,0.313319435,0.266561502,0.185677743,0.172598112,0.148233513,0.084335906,0.114963266,0.027459558,0.230133538,0.114963266,0.136772051,-0.027459558,0.230133538,0.214259275,0.384092821,-0.313319435,-0.288176176,0.16014925,-0.114963266,0.313319435,-0.045998404
3,4,Cleveland Cavaliers,2017,East,1,82,51,31,242.4,39.9,84.9,0.47,13,33.9,0.384,26.9,51,0.528,17.5,23.3,0.748,9.3,34.4,22.7,6.6,4,13.7,18.1,110.3,0.62195122,0.148423505,0.128674006,-0.041856503,0.148423505,0.247718795,0.247718795,0.247718795,-0.171917543,-0.247718795,0.202073845,-0.041856503,0.023665373,-0.095602483,-0.067406967,0.103287479,0.029666447,-0.708204858,-0.138185476,-0.011788124,-0.171917543,0.171917543,0.119751957
4,5,Washington Wizards,2017,East,1,82,49,33,242.1,41.3,87,0.475,9.2,24.8,0.372,32.1,62.3,0.515,17.3,22.1,0.784,10.3,32.6,23.9,8.5,4.1,14.2,21.3,109.2,0.597560976,0.15754139,0.408210772,0.089631525,0.365499836,-0.019425409,-0.089631525,0.145360239,0.30627133,0.212039281,0.170205339,-0.089631525,-0.145360239,0.058871641,0.038997688,-0.170205339,0.212039281,0.408210772,-0.170205339,0.089631525,0.283299428,0.24458408,0.133592982
5,6,Los Angeles Clippers,2017,West,1,82,51,31,240.9,39.5,83.2,0.475,10.3,27.4,0.375,29.3,55.8,0.525,19.3,26,0.745,9,34,22.5,7.5,4.2,13,19.8,108.7,0.62195122,-0.3081994,0.109051018,-0.266081252,0.397624629,0.14533484,0.097509488,0.214681297,-0.031748843,-0.158136353,0.3081994,0.214681297,0.362261095,-0.286076304,-0.185165158,0.097509488,-0.010556493,-0.07503684,-0.132920956,-0.199558579,-0.031748843,0.230676,0.214681297
6,7,Boston Celtics,2017,East,1,82,53,29,240.9,38.6,85.1,0.454,12,33.4,0.359,26.6,51.7,0.515,18.7,23.2,0.807,9.1,32.9,25.2,7.5,4.1,13.3,20.6,108,0.646341463,-0.285365179,-0.100971525,-0.049243205,-0.009774372,0.308504587,0.335421492,0.0293966,-0.335421492,-0.335421492,0.171446435,0.12307296,0.009774372,0.335421492,-0.13456711,-0.13456711,0.308504587,-0.069477427,-0.171446435,-0.146420171,0.11188853,0.184773461,0.285365179
7,8,Portland Trail Blazers,2017,West,1,82,41,41,243,39.5,86.1,0.459,10.4,27.7,0.375,29.2,58.4,0.499,18.5,23.7,0.78,10.1,33.5,21.1,7,5,13.7,21.2,107.9,0.5,0.905105962,0.077742528,0.037914563,0.022633767,0.122182694,0.086148022,0.153046408,-0.053493803,-0.00752573,-0.00752573,0.069514565,0.069514565,0.022633767,0.00752573,0.015065557,-0.132004338,-0.189689463,0.094759419,-0.015065557,0.189689463,0.122182694,-0.00752573
8,9,Phoenix Suns,2017,West,0,82,24,58,241.8,39.9,88.5,0.45,7.5,22.6,0.332,32.4,65.9,0.491,20.4,26.3,0.776,11.9,33.1,19.6,8.2,4.9,15.4,24.8,107.7,0.292682927,0.034494557,0.081602998,0.140662062,-0.034494557,-0.157099301,-0.128152003,-0.109027358,0.449132202,0.449132202,-0.070595026,0.449132202,0.157099301,0.003734422,0.109027358,-0.018813986,-0.157099301,0.070595026,0.022656662,0.109027358,0.449132202,0.051413058,-0.157099301
9,10,Toronto Raptors,2017,East,1,82,51,31,241.2,39.2,84.4,0.464,8.8,24.3,0.363,30.3,60,0.505,19.7,24.7,0.796,10.6,32.6,18.5,8.3,4.9,12.7,20.8,106.9,0.62195122,-0.080546039,-0.007036351,-0.096871839,0.064994212,-0.088597459,-0.096871839,0.035449077,0.050015239,0.035449077,0.050015239,0.241462395,0.153755345,0.114237469,0.050015239,-0.123420437,-0.84624926,0.205427981,0.042689399,-0.205427981,0.114237469,0.080546039,0.143094196
10,11,Oklahoma City Thunder,2017,West,1,82,47,35,241.5,39.5,87.4,0.452,8.4,25.8,0.327,31,61.6,0.504,19.2,25.8,0.745,12.2,34.4,21,7.9,5,15,20.9,106.6,0.573170732,0.005373558,0.055510092,0.126100328,-0.016161071,-0.13544298,-0.027071938,-0.646268096,0.101581033,0.09425437,0.027071938,0.087241472,0.156882323,-0.145621034,0.646268096,0.09425437,-0.117420692,0.016161071,0.067660574,0.09425437,0.101581033,0.049635123,0.061511824
11,12,Brooklyn Nets,2017,East,0,82,20,62,240.9,37.8,85.2,0.444,10.7,31.6,0.338,27.1,53.6,0.506,19.4,24.6,0.788,8.8,35.1,21.4,7.2,4.7,16.5,21,105.8,0.243902439,-0.149405031,-0.111824212,-0.015390805,-0.1040705,0.12009016,0.149405031,-0.128987525,-0.111824212,-0.111824212,0.047269424,0.138680474,0.096739499,0.05858006,-0.128987525,0.615465801,-0.047269424,-0.06443575,-0.025781641,0.215280148,0.111824212,0.036375416,-0.615465801
12,13,Minnesota Timberwolves,2017,West,0,82,31,51,241.5,39.5,84.4,0.467,7.3,21,0.349,32.1,63.4,0.507,19.3,24.2,0.799,11.4,31,23.7,8,4.5,14,20.1,105.6,0.37804878,0.005302857,0.054779742,-0.073006242,0.08609363,-0.637765104,-0.637765104,-0.04898207,0.167371957,0.133660947,0.060702509,0.10784114,0.079436844,0.133660947,0.10784114,-0.22308009,0.073006242,0.037693355,-0.037693355,0.032172328,0.005302857,0.026715751,-0.10784114
13,14,San Antonio Spurs,2017,West,1,82,61,21,241.5,39.3,83.7,0.469,9.2,23.5,0.391,30.1,60.2,0.5,17.6,22,0.797,10,33.9,23.8,8,5.9,13.4,18.3,105.3,0.743902439,0.006894339,0.020734849,-0.130329692,0.140206186,-0.013801594,-0.150652165,0.829169766,0.034733623,0.056284514,0.006894339,-0.034733623,-0.140206186,0.130329692,-0.006894339,0.049005802,0.120929494,0.049005802,0.290030396,-0.071220118,-0.130329692,0.020734849,0.290030396
14,15,Indiana Pacers,2017,East,1,82,42,40,242.1,39.3,84.5,0.465,8.6,23,0.376,30.6,61.5,0.498,17.9,22.1,0.81,9,33,22.5,8.2,5,13.8,19.5,105.1,0.512195122,0.21524887,0.039873837,-0.122463592,0.151766703,-0.23255163,-0.387072134,0.359287414,0.166937373,0.182528151,-0.039873837,-0.013258054,-0.198605759,0.557738558,-0.23255163,-0.122463592,-0.013258054,0.250628538,0.166937373,0.013258054,-0.066793967,0.013258054,0.053282558
15,16,Charlotte Hornets,2017,East,0,82,36,46,241.8,37.7,85.4,0.442,10,28.6,0.351,27.7,56.7,0.488,19.4,23.8,0.815,8.8,34.8,23.1,7,4.8,11.5,16.6,104.9,0.43902439,0.041532111,-0.121848173,0.004496316,-0.121848173,0.041532111,0.061902312,-0.022652402,-0.061902312,-0.051469923,-0.121848173,0.121848173,0.051469923,0.54076382,-0.113331702,0.131271039,0.041532111,-0.113331702,0,-0.54076382,-0.54076382,-0.004496316,-0.041532111
16,17,Los Angeles Lakers,2017,West,0,82,26,56,240.3,39.3,87.4,0.45,8.9,25.7,0.346,30.4,61.6,0.493,17,22.6,0.754,11.4,32.1,20.9,8.2,3.9,15.2,20.7,104.6,0.317073171,-0.820167716,0.020509737,0.160031755,-0.06299108,-0.05567345,-0.048473761,-0.093886233,0.06299108,0.119616598,-0.093886233,-0.119616598,-0.027406724,-0.078063597,0.138684009,-0.171888354,-0.171888354,0.128914741,-0.215240808,0.171888354,0.093886233,-0.020509737,-0.234020484
17,18,New Orleans Pelicans,2017,West,0,82,34,48,242.7,39.1,87,0.45,9.4,26.8,0.35,29.8,60.2,0.495,16.7,22.3,0.75,8.6,35.1,22.8,7.8,5.5,12.9,18.2,104.3,0.414634146,0.260143157,-0.020771461,0.063794906,-0.063794906,0.013825963,0.034794953,-0.049092333,0.006906513,0.056383897,-0.079059763,-0.150918174,-0.079059763,-0.095084311,-0.290542507,0.830633843,0.049092333,0.006906513,0.187163438,-0.162073914,-0.162073914,-0.041901673,-0.079059763
18,19,New York Knicks,2017,East,0,82,31,51,242.1,39.6,88.5,0.447,8.6,24.7,0.348,31,63.8,0.485,16.6,21.1,0.788,12,33.2,21.8,7.1,5.5,13.9,20.3,104.3,0.37804878,0.163286467,0.163286467,0.378828555,-0.163286467,-0.176412234,-0.115129286,-0.115129286,0.190125265,0.293630536,-0.345136687,-0.253503351,-0.345136687,0.115129286,0.345136687,-0.030248047,-0.071489781,-0.176412234,0.272553219,0.030248047,0.061018519,-0.061018519,-0.204533118
19,20,Milwaukee Bucks,2017,East,1,82,42,40,241.2,38.8,81.9,0.474,8.8,23.7,0.37,30,58.2,0.516,17.2,22.4,0.768,8.8,31.6,24.2,8.1,5.3,14,20.2,103.6,0.512195122,-0.132668351,-0.082380702,-0.487552628,0.3383629,-0.145929941,-0.219089394,0.132668351,0.034856105,-0.070314223,0.253252279,-0.132668351,-0.107052749,-0.082380702,-0.292122646,-0.397715619,0.292122646,0.132668351,0.253252279,0.070314223,0.034856105,-0.107052749,0.04657747
20,21,Miami Heat,2017,East,0,82,41,41,241.2,39,85.8,0.455,9.9,27,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33,21.2,7.2,5.7,13.4,20.5,103.2,0.5,-0.083686038,-0.03683102,0.021986927,0.007310655,0.051965028,0.051965028,0.051965028,-0.051965028,0.007310655,-0.051965028,-0.250875542,-0.184268416,-0.879239358,0.051965028,-0.06752794,-0.100648281,-0.092051333,0.250875542,-0.07552076,0.06752794,-0.092051333,-0.007310655
21,22,Atlanta Hawks,2017,East,1,82,43,39,242.4,38.1,84.4,0.451,8.9,26.1,0.341,29.2,58.3,0.501,18.1,24.9,0.728,10.3,34.1,23.6,8.2,4.8,15.8,18.2,103.2,0.524390244,0.326979253,-0.210613732,-0.178597616,-0.065355636,-0.105906321,0,-0.210613732,-0.092210518,-0.039015199,0.039015199,0.052135179,0.326979253,-0.445171772,0.052135179,0.163342567,0.14849858,0.24523154,0,0.445171772,-0.304424718,-0.163342567,0.092210518
22,23,Chicago Bulls,2017,East,1,82,41,41,241.2,38.6,87.1,0.444,7.6,22.3,0.34,31,64.8,0.479,18,22.5,0.798,12.2,34.1,22.6,7.8,4.8,13.6,17.7,102.9,0.5,-0.072726841,-0.065630856,0.09517219,-0.129202987,-0.218021859,-0.267269188,-0.129202987,0.120101587,0.218021859,-0.267269188,0.00635328,-0.045159891,0.138829179,0.764097601,0.07999665,0.019107605,0.00635328,0,-0.038545224,-0.267269188,-0.103147595,-0.00635328
